product_category,product_name,github_link,sample_language
Networking,Network Connectivity Center,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_security/mirroring/basic/consumer/main.tf,Terraform
App development,Eventarc,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/eventarc/audit-storage/Program.cs,C#
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dataflow/spanner-io/src/main/java/com/example/dataflow/SpannerReadApiWithIndex.java,Java
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/retail/interactive-tutorials/src/main/java/product/AddFulfillmentPlaces.java,Java
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dataproc/snippets/pyspark_sort_gcs.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/stackdriver/ruby_debugger.rb,Ruby
Data analytics and pipelines,Cloud Composer,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-orchestration-airflow-service/samples/quickstart.js,JavaScript
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-python-connector/blob/main/tests/system/test_pg8000_connection.py,Python
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/3-binary-data/src/main/java/com/example/getstarted/basicactions/UpdateBookServlet.java,Java
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dataproc/create_cluster.go,Go
App development,Eventarc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/eventarc/pubsub/src/main/java/com/example/cloudrun/Application.java,Java
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/retail/interactive-tutorials/src/main/java/search/SearchSimpleQuery.java,Java
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/containeranalysis/snippets/create_occurrence_subscription.py,Python
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dataproc/snippets/submit_spark_job_to_driver_node_group_cluster.py,Python
Cross-product tools,Cloud Billing,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-billing/samples/quickstart.js,JavaScript
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/external_http_lb_mig_backend_custom_header/main.tf,Terraform
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/shared_vpc_http_ilb_with_mig_backend_basic_example/main.tf,Terraform
App development,Eventarc,https://github.com/GoogleCloudPlatform/eventarc-samples/blob/main/publish-events/channel/client-libraries/java/src/main/java/com/google/cloud/eventarc/publishing/example/PublishEventsExample.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/contact-center-insights/src/main/java/com/example/contactcenterinsights/EnablePubSubNotifications.java,Java
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/getFolder.js,JavaScript
Networking,Service Directory,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/servicedirectory/src/quickstart.php,PHP
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/containeranalysis/snippets/find_high_severity_vulnerabilities_for_image.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/workflows-demos/blob/master/callback-translation/translationCallbackCall/index.js,JavaScript
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/basic_shared_vpc/main.tf,Terraform
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/basic_vpc_peering/main.tf,Terraform
App development,Cloud Build,https://github.com/GoogleCloudPlatform/cloud-build-samples/blob/main/python-example-noncontainer-artifacts/src/main.py,Python
App development,Eventarc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/eventarc/generic/src/main/java/com/example/cloudrun/Application.java,Java
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/dataflowtemplateoperator_create_dataset_and_table_helper.py,Python
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/blogs/tf_dataflow_serving/setup.py,Python
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-java-connector/blob/main/alloydb-jdbc-connector/src/test/java/com/google/cloud/alloydb/AlloyDbJdbcNamedConnectorDataSourceFactory.java,Java
App development,Cloud Build,https://github.com/GoogleCloudPlatform/cloud-build-samples/blob/main/mig-blue-green/infra/main.tf,Terraform
App development,Eventarc,https://github.com/GoogleCloudPlatform/eventarc-samples/blob/main/publish-events/channel-connection/client-libraries/csharp/Program.cs,C#
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/3-binary-data/src/main/java/com/example/getstarted/basicactions/DeleteBookServlet.java,Java
Other,Python,https://github.com/GoogleCloudPlatform/getting-started-python/blob/main/sessions/main.py,Python
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/retail/interactive-tutorials/src/main/java/product/UpdateProduct.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/contact-center-insights/createIssueModel.js,JavaScript
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/dataproc_batch_operators.py,Python
AI and ML,Enterprise Knowledge Graph,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/enterpriseknowledgegraph/entity_reconciliation/create_entity_reconciliation_job_sample.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/stackdriver-trace-monitoring/start/frontend/web-app/questions.js,JavaScript
Networking,Network Connectivity Center,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-networkconnectivity/samples/quickstart.js,JavaScript
App development,Workflows,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/workflows/cloud_run_job/main.tf,Terraform
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/basic_auto_mode/main.tf,Terraform
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/contact-center-insights/src/main/java/com/example/contactcenterinsights/SetProjectTtl.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/MigrateKey.java,Java
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/container-analysis/snippets/pollDiscoveryOccurrenceFinished.js,JavaScript
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/listManagedFolders.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-trace-monitoring/end/frontend/gcp/cloudstorage.js,JavaScript
App development,Cloud Build,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-devtools-cloudbuild/samples/quickstart.js,JavaScript
Networking,Network Connectivity Center,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_security/intercept/basic/producer/main.tf,Terraform
Networking,Service Directory,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/servicedirectory/delete_namespace.go,Go
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/stackdriver/rails_configuration.rb,Ruby
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/blogs/tf_dataflow_serving/model/inference.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-debug-errorreporting/end/quiz-app/gcp/datastore.js,JavaScript
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/submodule_vpc_serverless_connector/main.tf,Terraform
Networking,Cloud Load Balancing,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/storage/api/Storage.Samples/CreateRegionalBucket.cs,C#
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/contact-center-insights/src/main/java/com/example/contactcenterinsights/CreateConversation.java,Java
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/DeleteOccurrence.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/contact-center-insights/createConversation.js,JavaScript
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/containeranalysis/snippets/get_discovery_info.py,Python
Cross-product tools,Cloud Billing,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-channel/samples/quickstart.js,JavaScript
Data analytics and pipelines,Dataproc,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-metastore/samples/quickstart.js,JavaScript
Networking,Network Connectivity Center,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-networkmanagement/samples/quickstart.js,JavaScript
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/target_grpc_proxy_basic/main.tf,Terraform
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/vertex_ai/index_endpoint_mutate_vpc/main.tf,Terraform
Networking,Service Directory,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/servicedirectory/api/ServiceDirectory.Samples/CreateNamespace.cs,C#
App development,Eventarc,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/eventarc/storage_handler/handler.go,Go
App development,Eventarc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/eventarc/audit-storage/src/main/java/com/example/cloudrun/Application.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/eventarc/generic/src/main/java/com/example/cloudrun/EventController.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/contact-center-insights/getOperation.js,JavaScript
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/opentelemetry-operations-js/blob/main/samples/instrumentation-quickstart/src/util.ts,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-debug-errorreporting/bonus/setup/datastore.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-trace-monitoring/start/frontend/gcp/datastore.js,JavaScript
Security,Certificate Manager,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/certificate_manager/google_managed_cert/main.tf,Terraform
Compute,Anthos,https://github.com/GoogleCloudPlatform/anthos-config-management-samples/blob/main/fleet-tenancy/terraform/3-clusters/variables.tf,Terraform
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailEvents.Samples/ImportUserEventsInlineSourceSample.cs,C#
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/2-structured-data/src/main/java/com/example/getstarted/basicactions/ListBookServlet.java,Java
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/retail/interactive-tutorials/product/create-product.js,JavaScript
App development,Cloud Scheduler,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/scheduler/createJob.ts,JavaScript
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/deleteManagedFolder.js,JavaScript
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/retail/interactive-tutorials/product/get_product.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/create_cluster.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-debug-errorreporting/start/setup/datastore.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-debug-errorreporting/start/quiz-app/web-app/questions.js,JavaScript
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/internal_tcp_udp_lb_with_mig_backend/main.tf,Terraform
Networking,Network Connectivity Center,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_security/intercept/basic/consumer/main.tf,Terraform
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailSearch.Samples/SearchWithFilteringSample.cs,C#
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/trace/trace_quickstart/main.go,Go
Observability and monitoring,Error Reporting,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/error_reporting/src/report_error.php,PHP
Security,Identity-Aware Proxy (IAP),https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/iap/src/make_iap_request.php,PHP
Security,Identity-Aware Proxy (IAP),https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/iap/src/validate_jwt.php,PHP
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/airflow_1_samples/dataproc_workflow_template_instantiate_operator_tutorial.py,Python
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dataproc/snippets/quickstart/quickstart.py,Python
Security,Web Risk,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/webrisk/snippets/search_hashes.py,Python
Networking,Cloud DNS,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-domains/samples/quickstart.js,JavaScript
Networking,Cloud DNS,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/dns/policy_outbound/main.tf,Terraform
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/cross_reg_int_app_lb_mig_backend/main.tf,Terraform
App development,Eventarc,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/eventarc/pubsub/Startup.cs,C#
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/opentelemetry/instrumentation/app/work.go,Go
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/OccurrencesForImage.java,Java
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dataproc/src/main/java/InstantiateInlineWorkflowTemplate.java,Java
Other,Node.js,https://github.com/GoogleCloudPlatform/nodejs-getting-started/blob/main/bookshelf/lib/images.js,JavaScript
App development,Cloud Scheduler,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-scheduler/samples/app.rb,Ruby
Networking,Traffic Director,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/traffic_director/url_map_traffic_director_route/main.tf,Terraform
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailEvents.Samples/ImportUserEventsGcsSample.cs,C#
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/container-analysis/snippets/getDiscoveryInfo.js,JavaScript
Observability and monitoring,Trace,https://github.com/GoogleCloudPlatform/opencensus-jetty-demo/blob/master/client/src/main/java/com/google/cloud/solutions/opencensus/client/TestInstrumentation.java,Java
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contact-center-insights/snippets/create_analysis.py,Python
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/containeranalysis/snippets/delete_note.py,Python
Storage,Storage Control,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage-control/samples/storage_control_managed_folder_get.rb,Ruby
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/lb/external_tcp_proxy_lb_mig_backend_custom_header/main.tf,Terraform
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-google-lb-http/blob/main/examples/https-redirect/main.tf,Terraform
Compute,Anthos,https://github.com/GoogleCloudPlatform/anthos-config-management-samples/blob/main/fleet-tenancy/terraform/3-clusters/main.tf,Terraform
Networking,Service Directory,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/servicedirectory/resolve_service.go,Go
Security,Identity-Aware Proxy (IAP),https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/iap/src/main/java/com/example/iap/BuildIapRequest.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/eventarc/audit-storage/app.js,JavaScript
App development,Eventarc,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/eventarc/pubsub/app.js,JavaScript
AI and ML,Enterprise Knowledge Graph,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/enterpriseknowledgegraph/entity_reconciliation/get_entity_reconciliation_job_sample.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/nsx_credentials.py,Python
AI and ML,TensorFlow Enterprise,https://github.com/GoogleCloudPlatform/tensorflow-lifetime-value/blob/master/run/airflow/dags/01_build_train_deploy.py,Python
App development,Eventarc,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/eventarc/workflows/main.tf,Terraform
Networking,Network Connectivity Center,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_security/mirroring/basic/producer/main.tf,Terraform
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/recaptcha/src/delete_key.php,PHP
Industry solutions,Anti Money Laundering AI (AML AI),https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/aml-ai/list_locations.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/relationship_child.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/s3togcsoperator_tutorial.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/list_clusters.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-debug-errorreporting/end/setup/datastore.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/stackdriver-debug-errorreporting/start/quiz-app/web-app/questions.js,JavaScript
Observability and monitoring,Profiler,https://github.com/googleapis/cloud-profiler-nodejs/blob/main/samples/snippets.js,JavaScript
Networking,Cloud Load Balancing,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/bucket/RemoveBucketIamConditionalBinding.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/eventarc/generic/index.php,PHP
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contact-center-insights/snippets/create_phrase_matcher_all_of.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/workflows-demos/blob/master/callback-translation/public/script.js,JavaScript
Networking,Cloud DNS,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/dns/policy_basic/main.tf,Terraform
Data analytics and pipelines,Dataflow,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dataflow/spanner-io/src/main/java/com/example/dataflow/SpannerGroupWrite.java,Java
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/composer/composer_transform_csv_to_json.js,JavaScript
Networking,Service Directory,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/servicedirectory/quickstart.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/create_custom_cluster.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-debug-errorreporting/bonus/quiz-app/web-app/questions.js,JavaScript
Security,Policy Intelligence,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-policytroubleshooter/samples/quickstart.js,JavaScript
Security,Web Security Scanner,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-websecurityscanner/samples/quickstart.js,JavaScript
Security,reCAPTCHA,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-recaptcha_enterprise/samples/recaptcha_enterprise_delete_site_key.rb,Ruby
Networking,Cloud VPN,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_connectivity/interconnect/ha_vpn_over_interconnect_5GB_attach/main.tf,Terraform
Networking,Network Connectivity Center,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/network_management/ipv6_dual_stack/main.tf,Terraform
Networking,Virtual Private Cloud (VPC),https://github.com/terraform-google-modules/terraform-google-network/blob/main/examples/basic_secondary_ranges/main.tf,Terraform
App development,Eventarc,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/eventarc/pubsub/Program.cs,C#
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dataproc/submit_job.go,Go
Other,Go,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/getting-started/background/index/main.go,Go
App development,Eventarc,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/eventarc/generic/index.js,JavaScript
App development,Eventarc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/eventarc/storage_handler/main_test.py,Python
Networking,Cloud Load Balancing,https://github.com/terraform-google-modules/terraform-google-lb-http/blob/main/examples/shared-vpc/main.tf,Terraform
App development,Cloud Build,https://github.com/GoogleCloudPlatform/cloud-build-samples/blob/main/python-example-flask/main.py,Python
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailSearch.Samples/SearchWithBoostSpecSample.cs,C#
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailSearch.Samples/SearchWithOrderingSample.cs,C#
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/3-binary-data/src/main/java/com/example/getstarted/basicactions/ListBookServlet.java,Java
App development,Eventarc,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/databases/vector-database/terraform/modules/cloud-storage/eventarc.tf,Terraform
Databases,Memorystore for Memcached,https://github.com/GoogleCloudPlatform/memstore-gaming-leaderboard/blob/master/leaderboardapp/RedisLeaderboardRepo.cs,C#
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/container-analysis/snippets/quickstart.js,JavaScript
Networking,Service Directory,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/servicedirectory/src/create_namespace.php,PHP
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/cancel_private_cloud_deletion.py,Python
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-debug-errorreporting/end/quiz-app/gcp/cloudstorage.js,JavaScript
App development,Workflows,https://github.com/GoogleCloudPlatform/workflows-demos/blob/master/callback-translation/invokeTranslationWorkflow/index.js,JavaScript
Compute,Anthos,https://github.com/GoogleCloudPlatform/anthos-config-management-samples/blob/main/fleet-tenancy/terraform/4-scopes-and-namespaces/main.tf,Terraform
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/2-structured-data/src/main/java/com/example/getstarted/basicactions/DeleteBookServlet.java,Java
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/3-binary-data/src/main/java/com/example/getstarted/daos/BookDao.java,Java
Other,Java,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/3-binary-data/src/main/java/com/example/getstarted/objects/Book.java,Java
Observability and monitoring,Error Reporting,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/errorreporting/errorreporting_quickstart/main.go,Go
Other,Google Analytics Data API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/analyticsdata/src/get_metadata_by_property_id.php,PHP
Security,reCAPTCHA,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-recaptcha_enterprise/samples/recaptcha_enterprise_get_site_key.rb,Ruby
Databases,AlloyDB for PostgreSQL,https://github.com/GoogleCloudPlatform/alloydb-python-connector/blob/main/tests/system/test_asyncpg_connection.py,Python
Cross-product tools,Deployment Manager,https://github.com/GoogleCloudPlatform/deploymentmanager-samples/blob/master/examples/v2/build_configuration/add_templates/python/vm-template.py,Python
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/contact-center-insights/src/main/java/com/example/contactcenterinsights/CreateConversationWithTtl.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/CreateSiteKey.java,Java
Networking,Service Directory,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/service-directory/snippets/createEndpoint.js,JavaScript
Networking,Service Directory,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/servicedirectory/src/create_endpoint.php,PHP
Databases,Memorystore for Memcached,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/memorystore/redis/main.py,Python
Networking,Service Directory,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/servicedirectory/snippets.py,Python
Other,Ruby,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/getting-started/sessions/app.rb,Ruby
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-trace-monitoring/end/frontend/web-app/questions.js,JavaScript
Security,reCAPTCHA,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-recaptcha_enterprise/samples/recaptcha_enterprise_list_site_keys.rb,Ruby
App development,Cloud Scheduler,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-scheduler/samples/create_job.rb,Ruby
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/CreateOccurrence.java,Java
Storage,Storage Control,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storage-control/createFolder.js,JavaScript
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/hadoop_tutorial.py,Python
App development,Workflows,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/workflows/simple.py,Python
Data analytics and pipelines,Dataproc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dataproc/snippets/list_clusters.py,Python
Security,reCAPTCHA,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-recaptcha_enterprise/samples/recaptcha_enterprise_update_site_key.rb,Ruby
Other,IoT,https://github.com/GoogleCloudPlatform/cpp-samples/blob/main/iot/mqtt-ciotc/mqtt_ciotc.c,C++
